,img_idx,age_label,age_cat,gender_label,ethnicity_label,gender,ethnicity,age,data_file
23074,data/utk_face/images/38_0_0_20170117133153508.jpg.chip.jpg,4,31-40,0,0,male,white,38,utk_face
6860,data/utk_face/images/36_1_4_20170105001244316.jpg.chip.jpg,4,31-40,1,4,female,other,36,utk_face
15284,data/utk_face/images/29_0_4_20170114033029580.jpg.chip.jpg,3,15-30,0,4,male,other,29,utk_face
16607,data/utk_face/images/58_0_1_20170117192230322.jpg.chip.jpg,5,41-65,0,1,male,black,58,utk_face
23186,data/utk_face/images/26_0_1_20170117020645902.jpg.chip.jpg,3,15-30,0,1,male,black,26,utk_face
252,data/utk_face/images/27_0_3_20170119193238122.jpg.chip.jpg,3,15-30,0,3,male,indian,27,utk_face
15394,data/utk_face/images/24_0_2_20170116170903688.jpg.chip.jpg,3,15-30,0,2,male,asian,24,utk_face
5993,data/utk_face/images/11_0_0_20170110224340941.jpg.chip.jpg,2,7-14,0,0,male,white,11,utk_face
19887,data/utk_face/images/59_0_4_20170117172237604.jpg.chip.jpg,5,41-65,0,4,male,other,59,utk_face
21539,data/utk_face/images/50_0_3_20170119203626302.jpg.chip.jpg,5,41-65,0,3,male,indian,50,utk_face
10040,data/utk_face/images/60_0_0_20170117161031023.jpg.chip.jpg,5,41-65,0,0,male,white,60,utk_face
6174,data/utk_face/images/80_1_0_20170111210442298.jpg.chip.jpg,6,66-116,1,0,female,white,80,utk_face
22167,data/utk_face/images/71_0_0_20170111210043449.jpg.chip.jpg,6,66-116,0,0,male,white,71,utk_face
23432,data/utk_face/images/30_1_2_20170116175923384.jpg.chip.jpg,3,15-30,1,2,female,asian,30,utk_face
4754,data/utk_face/images/50_0_1_20170117001050081.jpg.chip.jpg,5,41-65,0,1,male,black,50,utk_face
17850,data/utk_face/images/55_0_0_20170117155107102.jpg.chip.jpg,5,41-65,0,0,male,white,55,utk_face
8336,data/utk_face/images/26_0_1_20170116143035440.jpg.chip.jpg,3,15-30,0,1,male,black,26,utk_face
5640,data/utk_face/images/51_1_1_20170112213230359.jpg.chip.jpg,5,41-65,1,1,female,black,51,utk_face
10980,data/utk_face/images/31_1_4_20170117203047078.jpg.chip.jpg,4,31-40,1,4,female,other,31,utk_face
865,data/utk_face/images/34_1_3_20170119200846595.jpg.chip.jpg,4,31-40,1,3,female,indian,34,utk_face
2266,data/utk_face/images/65_0_0_20170117171451971.jpg.chip.jpg,5,41-65,0,0,male,white,65,utk_face
19007,data/utk_face/images/77_0_1_20170116210256280.jpg.chip.jpg,6,66-116,0,1,male,black,77,utk_face
14531,data/utk_face/images/15_0_0_20170110232636744.jpg.chip.jpg,3,15-30,0,0,male,white,15,utk_face
12635,data/utk_face/images/32_1_1_20170112215410367.jpg.chip.jpg,4,31-40,1,1,female,black,32,utk_face
4230,data/utk_face/images/45_0_0_20170120221308125.jpg.chip.jpg,5,41-65,0,0,male,white,45,utk_face
13873,data/utk_face/images/31_0_2_20170116170837254.jpg.chip.jpg,4,31-40,0,2,male,asian,31,utk_face
6314,data/utk_face/images/36_1_1_20170112231430536.jpg.chip.jpg,4,31-40,1,1,female,black,36,utk_face
9621,data/utk_face/images/47_0_0_20170108225958118.jpg.chip.jpg,5,41-65,0,0,male,white,47,utk_face
22526,data/utk_face/images/67_0_0_20170120225145905.jpg.chip.jpg,6,66-116,0,0,male,white,67,utk_face
17779,data/utk_face/images/54_0_0_20170104212619757.jpg.chip.jpg,5,41-65,0,0,male,white,54,utk_face
1642,data/utk_face/images/72_0_0_20170111222516126.jpg.chip.jpg,6,66-116,0,0,male,white,72,utk_face
16217,data/utk_face/images/42_0_0_20170111200657340.jpg.chip.jpg,5,41-65,0,0,male,white,42,utk_face
20007,data/utk_face/images/54_0_2_20170112222125722.jpg.chip.jpg,5,41-65,0,2,male,asian,54,utk_face
1111,data/utk_face/images/37_0_3_20170119202500878.jpg.chip.jpg,4,31-40,0,3,male,indian,37,utk_face
19363,data/utk_face/images/10_1_1_20170110225155603.jpg.chip.jpg,2,7-14,1,1,female,black,10,utk_face
19826,data/utk_face/images/18_0_1_20170113175821404.jpg.chip.jpg,3,15-30,0,1,male,black,18,utk_face
11085,data/utk_face/images/16_0_0_20170110231810810.jpg.chip.jpg,3,15-30,0,0,male,white,16,utk_face
17380,data/utk_face/images/17_1_4_20170103233548115.jpg.chip.jpg,3,15-30,1,4,female,other,17,utk_face
6289,data/utk_face/images/21_1_4_20170103225014665.jpg.chip.jpg,3,15-30,1,4,female,other,21,utk_face
8240,data/utk_face/images/78_0_0_20170112224707532.jpg.chip.jpg,6,66-116,0,0,male,white,78,utk_face
9349,data/utk_face/images/40_0_0_20170116221901075.jpg.chip.jpg,4,31-40,0,0,male,white,40,utk_face
1455,data/utk_face/images/32_0_0_20170117134725446.jpg.chip.jpg,4,31-40,0,0,male,white,32,utk_face
2444,data/utk_face/images/27_1_2_20170116163822402.jpg.chip.jpg,3,15-30,1,2,female,asian,27,utk_face
22115,data/utk_face/images/61_0_3_20170117174814245.jpg.chip.jpg,5,41-65,0,3,male,indian,61,utk_face
7447,data/utk_face/images/26_0_1_20170113134739602.jpg.chip.jpg,3,15-30,0,1,male,black,26,utk_face
4439,data/utk_face/images/99_1_0_20170120221920654.jpg.chip.jpg,6,66-116,1,0,female,white,99,utk_face
6639,data/utk_face/images/32_1_0_20170119163257405.jpg.chip.jpg,4,31-40,1,0,female,white,32,utk_face
7440,data/utk_face/images/49_0_0_20170104205907868.jpg.chip.jpg,5,41-65,0,0,male,white,49,utk_face
13655,data/utk_face/images/37_0_3_20170119202313708.jpg.chip.jpg,4,31-40,0,3,male,indian,37,utk_face
38,data/utk_face/images/54_0_0_20170116193518166.jpg.chip.jpg,5,41-65,0,0,male,white,54,utk_face
12714,data/utk_face/images/24_1_2_20170116174409602.jpg.chip.jpg,3,15-30,1,2,female,asian,24,utk_face
6485,data/utk_face/images/57_1_0_20170120221057091.jpg.chip.jpg,5,41-65,1,0,female,white,57,utk_face
16719,data/utk_face/images/26_1_4_20161221193703783.jpg.chip.jpg,3,15-30,1,4,female,other,26,utk_face
1383,data/utk_face/images/39_1_1_20170113000820292.jpg.chip.jpg,4,31-40,1,1,female,black,39,utk_face
16502,data/utk_face/images/35_1_0_20170117135422687.jpg.chip.jpg,4,31-40,1,0,female,white,35,utk_face
20581,data/utk_face/images/38_1_1_20170116160907331.jpg.chip.jpg,4,31-40,1,1,female,black,38,utk_face
13567,data/utk_face/images/31_0_1_20170116024000066.jpg.chip.jpg,4,31-40,0,1,male,black,31,utk_face
1039,data/utk_face/images/26_1_1_20170117201805678.jpg.chip.jpg,3,15-30,1,1,female,black,26,utk_face
16967,data/utk_face/images/10_0_4_20170103223451479.jpg.chip.jpg,2,7-14,0,4,male,other,10,utk_face
21301,data/utk_face/images/25_1_3_20170104222315121.jpg.chip.jpg,3,15-30,1,3,female,indian,25,utk_face
23629,data/utk_face/images/32_1_0_20170109134507157.jpg.chip.jpg,4,31-40,1,0,female,white,32,utk_face
4515,data/utk_face/images/2_0_4_20170103210801579.jpg.chip.jpg,0,0-2,0,4,male,other,2,utk_face
15612,data/utk_face/images/10_0_0_20170110224402264.jpg.chip.jpg,2,7-14,0,0,male,white,10,utk_face
13163,data/utk_face/images/30_0_0_20170117153441021.jpg.chip.jpg,3,15-30,0,0,male,white,30,utk_face
948,data/utk_face/images/23_0_3_20170119164004428.jpg.chip.jpg,3,15-30,0,3,male,indian,23,utk_face
16299,data/utk_face/images/55_0_3_20170119204549750.jpg.chip.jpg,5,41-65,0,3,male,indian,55,utk_face
5665,data/utk_face/images/26_1_2_20170116175843334.jpg.chip.jpg,3,15-30,1,2,female,asian,26,utk_face
17263,data/utk_face/images/25_1_3_20170119172045713.jpg.chip.jpg,3,15-30,1,3,female,indian,25,utk_face
9741,data/utk_face/images/40_0_0_20170117203818313.jpg.chip.jpg,4,31-40,0,0,male,white,40,utk_face
22602,data/utk_face/images/35_1_0_20170105165053628.jpg.chip.jpg,4,31-40,1,0,female,white,35,utk_face
7158,data/utk_face/images/27_1_1_20170117010009030.jpg.chip.jpg,3,15-30,1,1,female,black,27,utk_face
4612,data/utk_face/images/4_1_4_20170103205256107.jpg.chip.jpg,1,3-6,1,4,female,other,4,utk_face
17384,data/utk_face/images/21_1_2_20170116171010589.jpg.chip.jpg,3,15-30,1,2,female,asian,21,utk_face
7731,data/utk_face/images/60_1_0_20170110153047755.jpg.chip.jpg,5,41-65,1,0,female,white,60,utk_face
16039,data/utk_face/images/26_1_0_20170113210605337.jpg.chip.jpg,3,15-30,1,0,female,white,26,utk_face
2432,data/utk_face/images/65_0_0_20170116224819158.jpg.chip.jpg,5,41-65,0,0,male,white,65,utk_face
20102,data/utk_face/images/45_0_2_20170117183529862.jpg.chip.jpg,5,41-65,0,2,male,asian,45,utk_face
12365,data/utk_face/images/29_1_1_20170116001305894.jpg.chip.jpg,3,15-30,1,1,female,black,29,utk_face
22190,data/utk_face/images/21_1_0_20170116215708125.jpg.chip.jpg,3,15-30,1,0,female,white,21,utk_face
19867,data/utk_face/images/2_1_3_20161220144902743.jpg.chip.jpg,0,0-2,1,3,female,indian,2,utk_face
2780,data/utk_face/images/45_0_0_20170119203802991.jpg.chip.jpg,5,41-65,0,0,male,white,45,utk_face
18908,data/utk_face/images/16_0_0_20170110225708208.jpg.chip.jpg,3,15-30,0,0,male,white,16,utk_face
9424,data/utk_face/images/26_1_1_20170112210553412.jpg.chip.jpg,3,15-30,1,1,female,black,26,utk_face
21742,data/utk_face/images/49_1_1_20170113000544753.jpg.chip.jpg,5,41-65,1,1,female,black,49,utk_face
10399,data/utk_face/images/28_1_1_20170112213654111.jpg.chip.jpg,3,15-30,1,1,female,black,28,utk_face
728,data/utk_face/images/1_1_0_20161219222653447.jpg.chip.jpg,0,0-2,1,0,female,white,1,utk_face
13204,data/utk_face/images/3_0_1_20170110213455106.jpg.chip.jpg,1,3-6,0,1,male,black,3,utk_face
13472,data/utk_face/images/51_0_0_20170117160755606.jpg.chip.jpg,5,41-65,0,0,male,white,51,utk_face
12255,data/utk_face/images/18_1_0_20170117140252214.jpg.chip.jpg,3,15-30,1,0,female,white,18,utk_face
12597,data/utk_face/images/26_1_2_20170116184444570.jpg.chip.jpg,3,15-30,1,2,female,asian,26,utk_face
10482,data/utk_face/images/32_0_0_20170104201035977.jpg.chip.jpg,4,31-40,0,0,male,white,32,utk_face
4610,data/utk_face/images/28_1_0_20170117020138207.jpg.chip.jpg,3,15-30,1,0,female,white,28,utk_face
18124,data/utk_face/images/30_1_3_20170119195850724.jpg.chip.jpg,3,15-30,1,3,female,indian,30,utk_face
18310,data/utk_face/images/35_0_1_20170113151604904.jpg.chip.jpg,4,31-40,0,1,male,black,35,utk_face
5113,data/utk_face/images/20_1_0_20170120140127200.jpg.chip.jpg,3,15-30,1,0,female,white,20,utk_face
16598,data/utk_face/images/25_0_0_20170116213542860.jpg.chip.jpg,3,15-30,0,0,male,white,25,utk_face
14541,data/utk_face/images/26_0_1_20170113135556026.jpg.chip.jpg,3,15-30,0,1,male,black,26,utk_face
3010,data/utk_face/images/39_1_2_20170117154228051.jpg.chip.jpg,4,31-40,1,2,female,asian,39,utk_face
21974,data/utk_face/images/60_1_0_20170110141239841.jpg.chip.jpg,5,41-65,1,0,female,white,60,utk_face
17000,data/utk_face/images/26_0_0_20170116225120267.jpg.chip.jpg,3,15-30,0,0,male,white,26,utk_face
20168,data/utk_face/images/26_1_1_20170113182747229.jpg.chip.jpg,3,15-30,1,1,female,black,26,utk_face
16458,data/utk_face/images/1_0_2_20161219204736996.jpg.chip.jpg,0,0-2,0,2,male,asian,1,utk_face
410,data/utk_face/images/24_1_0_20170105000720347.jpg.chip.jpg,3,15-30,1,0,female,white,24,utk_face
2446,data/utk_face/images/16_1_0_20170117193255060.jpg.chip.jpg,3,15-30,1,0,female,white,16,utk_face
14213,data/utk_face/images/30_0_0_20170117181257163.jpg.chip.jpg,3,15-30,0,0,male,white,30,utk_face
6724,data/utk_face/images/70_1_0_20170109150852960.jpg.chip.jpg,6,66-116,1,0,female,white,70,utk_face
16160,data/utk_face/images/17_0_4_20170103212532692.jpg.chip.jpg,3,15-30,0,4,male,other,17,utk_face
20940,data/utk_face/images/24_1_2_20170116172642345.jpg.chip.jpg,3,15-30,1,2,female,asian,24,utk_face
17920,data/utk_face/images/27_1_1_20170113001019472.jpg.chip.jpg,3,15-30,1,1,female,black,27,utk_face
22238,data/utk_face/images/68_1_0_20170110132430273.jpg.chip.jpg,6,66-116,1,0,female,white,68,utk_face
2857,data/utk_face/images/67_0_0_20170120225706103.jpg.chip.jpg,6,66-116,0,0,male,white,67,utk_face
18672,data/utk_face/images/41_1_0_20170103182136025.jpg.chip.jpg,5,41-65,1,0,female,white,41,utk_face
12482,data/utk_face/images/35_1_1_20170117194907090.jpg.chip.jpg,4,31-40,1,1,female,black,35,utk_face
6986,data/utk_face/images/3_1_0_20170109193351934.jpg.chip.jpg,1,3-6,1,0,female,white,3,utk_face
18873,data/utk_face/images/26_0_0_20170116205232826.jpg.chip.jpg,3,15-30,0,0,male,white,26,utk_face
15833,data/utk_face/images/1_1_3_20161220220708394.jpg.chip.jpg,0,0-2,1,3,female,indian,1,utk_face
12036,data/utk_face/images/35_0_3_20170119211535833.jpg.chip.jpg,4,31-40,0,3,male,indian,35,utk_face
11027,data/utk_face/images/62_0_0_20170113185402879.jpg.chip.jpg,5,41-65,0,0,male,white,62,utk_face
6651,data/utk_face/images/47_0_0_20170107213329593.jpg.chip.jpg,5,41-65,0,0,male,white,47,utk_face
343,data/utk_face/images/71_0_0_20170104213443413.jpg.chip.jpg,6,66-116,0,0,male,white,71,utk_face
7518,data/utk_face/images/80_0_0_20170111211700924.jpg.chip.jpg,6,66-116,0,0,male,white,80,utk_face
12561,data/utk_face/images/25_1_2_20170116174820922.jpg.chip.jpg,3,15-30,1,2,female,asian,25,utk_face
11417,data/utk_face/images/30_0_1_20170117171808851.jpg.chip.jpg,3,15-30,0,1,male,black,30,utk_face
14367,data/utk_face/images/16_1_0_20170109212513215.jpg.chip.jpg,3,15-30,1,0,female,white,16,utk_face
19571,data/utk_face/images/65_0_1_20170111171747640.jpg.chip.jpg,5,41-65,0,1,male,black,65,utk_face
16183,data/utk_face/images/40_0_1_20170117194057992.jpg.chip.jpg,4,31-40,0,1,male,black,40,utk_face
21485,data/utk_face/images/9_0_0_20170110215653284.jpg.chip.jpg,2,7-14,0,0,male,white,9,utk_face
6406,data/utk_face/images/35_0_0_20170117171138059.jpg.chip.jpg,4,31-40,0,0,male,white,35,utk_face
20808,data/utk_face/images/44_0_3_20170119155759515.jpg.chip.jpg,5,41-65,0,3,male,indian,44,utk_face
20090,data/utk_face/images/26_1_2_20170116184244368.jpg.chip.jpg,3,15-30,1,2,female,asian,26,utk_face
7171,data/utk_face/images/30_1_3_20170117181345172.jpg.chip.jpg,3,15-30,1,3,female,indian,30,utk_face
16666,data/utk_face/images/1_0_3_20161219230534953.jpg.chip.jpg,0,0-2,0,3,male,indian,1,utk_face
2914,data/utk_face/images/26_1_2_20170116184243456.jpg.chip.jpg,3,15-30,1,2,female,asian,26,utk_face
14515,data/utk_face/images/26_1_0_20170117200527405.jpg.chip.jpg,3,15-30,1,0,female,white,26,utk_face
4756,data/utk_face/images/80_0_0_20170117174418358.jpg.chip.jpg,6,66-116,0,0,male,white,80,utk_face
11332,data/utk_face/images/28_1_1_20170114031108125.jpg.chip.jpg,3,15-30,1,1,female,black,28,utk_face
20041,data/utk_face/images/55_0_3_20170119202724469.jpg.chip.jpg,5,41-65,0,3,male,indian,55,utk_face
3163,data/utk_face/images/42_1_0_20170117203930783.jpg.chip.jpg,5,41-65,1,0,female,white,42,utk_face
681,data/utk_face/images/28_1_1_20170116235605486.jpg.chip.jpg,3,15-30,1,1,female,black,28,utk_face
171,data/utk_face/images/20_0_2_20170103234745028.jpg.chip.jpg,3,15-30,0,2,male,asian,20,utk_face
13212,data/utk_face/images/36_0_0_20170104165455993.jpg.chip.jpg,4,31-40,0,0,male,white,36,utk_face
23557,data/utk_face/images/3_1_4_20170104005006111.jpg.chip.jpg,1,3-6,1,4,female,other,3,utk_face
19858,data/utk_face/images/54_1_0_20170110124144003.jpg.chip.jpg,5,41-65,1,0,female,white,54,utk_face
5991,data/utk_face/images/28_1_2_20170116222623761.jpg.chip.jpg,3,15-30,1,2,female,asian,28,utk_face
15959,data/utk_face/images/35_0_2_20170116181159415.jpg.chip.jpg,4,31-40,0,2,male,asian,35,utk_face
3446,data/utk_face/images/26_1_0_20170117200921982.jpg.chip.jpg,3,15-30,1,0,female,white,26,utk_face
22684,data/utk_face/images/36_1_4_20170105001239982.jpg.chip.jpg,4,31-40,1,4,female,other,36,utk_face
20422,data/utk_face/images/12_1_0_20170109201611941.jpg.chip.jpg,2,7-14,1,0,female,white,12,utk_face
13480,data/utk_face/images/48_0_1_20170117020834578.jpg.chip.jpg,5,41-65,0,1,male,black,48,utk_face
12014,data/utk_face/images/37_1_3_20170104235755035.jpg.chip.jpg,4,31-40,1,3,female,indian,37,utk_face
4353,data/utk_face/images/63_0_0_20170113210318902.jpg.chip.jpg,5,41-65,0,0,male,white,63,utk_face
7059,data/utk_face/images/28_0_3_20170119194929221.jpg.chip.jpg,3,15-30,0,3,male,indian,28,utk_face
16736,data/utk_face/images/40_0_0_20170117133705952.jpg.chip.jpg,4,31-40,0,0,male,white,40,utk_face
1952,data/utk_face/images/75_0_0_20170111210835093.jpg.chip.jpg,6,66-116,0,0,male,white,75,utk_face
21386,data/utk_face/images/12_0_0_20170110225330874.jpg.chip.jpg,2,7-14,0,0,male,white,12,utk_face
15212,data/utk_face/images/38_0_0_20170117141721964.jpg.chip.jpg,4,31-40,0,0,male,white,38,utk_face
7757,data/utk_face/images/17_1_0_20170109214546339.jpg.chip.jpg,3,15-30,1,0,female,white,17,utk_face
6737,data/utk_face/images/20_1_2_20170103225030704.jpg.chip.jpg,3,15-30,1,2,female,asian,20,utk_face
20610,data/utk_face/images/27_0_0_20170112213500903.jpg.chip.jpg,3,15-30,0,0,male,white,27,utk_face
20541,data/utk_face/images/80_0_0_20170120223453237.jpg.chip.jpg,6,66-116,0,0,male,white,80,utk_face
21904,data/utk_face/images/30_0_3_20170117144301762.jpg.chip.jpg,3,15-30,0,3,male,indian,30,utk_face
21755,data/utk_face/images/26_1_3_20170119193114418.jpg.chip.jpg,3,15-30,1,3,female,indian,26,utk_face
23608,data/utk_face/images/7_0_2_20161219190141683.jpg.chip.jpg,2,7-14,0,2,male,asian,7,utk_face
12418,data/utk_face/images/45_0_3_20170119201940309.jpg.chip.jpg,5,41-65,0,3,male,indian,45,utk_face
5670,data/utk_face/images/23_1_4_20170117194311620.jpg.chip.jpg,3,15-30,1,4,female,other,23,utk_face
2414,data/utk_face/images/24_1_1_20170112234416328.jpg.chip.jpg,3,15-30,1,1,female,black,24,utk_face
21475,data/utk_face/images/18_1_0_20170109214120554.jpg.chip.jpg,3,15-30,1,0,female,white,18,utk_face
13496,data/utk_face/images/17_1_0_20170104012433529.jpg.chip.jpg,3,15-30,1,0,female,white,17,utk_face
3396,data/utk_face/images/30_0_0_20170117142922282.jpg.chip.jpg,3,15-30,0,0,male,white,30,utk_face
6163,data/utk_face/images/66_1_0_20170110141120112.jpg.chip.jpg,6,66-116,1,0,female,white,66,utk_face
22251,data/utk_face/images/23_0_0_20170116221018206.jpg.chip.jpg,3,15-30,0,0,male,white,23,utk_face
4075,data/utk_face/images/44_0_3_20170119195204451.jpg.chip.jpg,5,41-65,0,3,male,indian,44,utk_face
8932,data/utk_face/images/26_0_3_20170117154708157.jpg.chip.jpg,3,15-30,0,3,male,indian,26,utk_face
7222,data/utk_face/images/64_0_1_20170117182413598.jpg.chip.jpg,5,41-65,0,1,male,black,64,utk_face
20487,data/utk_face/images/10_1_0_20170109205134282.jpg.chip.jpg,2,7-14,1,0,female,white,10,utk_face
22780,data/utk_face/images/23_0_0_20170117144555155.jpg.chip.jpg,3,15-30,0,0,male,white,23,utk_face
18490,data/utk_face/images/17_0_1_20170117170512970.jpg.chip.jpg,3,15-30,0,1,male,black,17,utk_face
15975,data/utk_face/images/27_0_2_20170119193331082.jpg.chip.jpg,3,15-30,0,2,male,asian,27,utk_face
11204,data/utk_face/images/54_0_3_20170119201327821.jpg.chip.jpg,5,41-65,0,3,male,indian,54,utk_face
1603,data/utk_face/images/24_0_0_20170104004125063.jpg.chip.jpg,3,15-30,0,0,male,white,24,utk_face
2243,data/utk_face/images/59_1_0_20170113184300134.jpg.chip.jpg,5,41-65,1,0,female,white,59,utk_face
15431,data/utk_face/images/44_1_1_20170117142913571.jpg.chip.jpg,5,41-65,1,1,female,black,44,utk_face
1503,data/utk_face/images/17_1_1_20170114030034621.jpg.chip.jpg,3,15-30,1,1,female,black,17,utk_face
11907,data/utk_face/images/31_0_2_20170116191350922.jpg.chip.jpg,4,31-40,0,2,male,asian,31,utk_face
6426,data/utk_face/images/13_1_4_20170103212548662.jpg.chip.jpg,2,7-14,1,4,female,other,13,utk_face
2800,data/utk_face/images/35_0_2_20170104023316343.jpg.chip.jpg,4,31-40,0,2,male,asian,35,utk_face
20052,data/utk_face/images/50_0_3_20170119205544079.jpg.chip.jpg,5,41-65,0,3,male,indian,50,utk_face
22544,data/utk_face/images/34_1_0_20170103182644010.jpg.chip.jpg,4,31-40,1,0,female,white,34,utk_face
7912,data/utk_face/images/41_0_1_20170116143010959.jpg.chip.jpg,5,41-65,0,1,male,black,41,utk_face
22744,data/utk_face/images/60_0_3_20170119205112264.jpg.chip.jpg,5,41-65,0,3,male,indian,60,utk_face
9745,data/utk_face/images/8_0_0_20170110222913531.jpg.chip.jpg,2,7-14,0,0,male,white,8,utk_face
1544,data/utk_face/images/40_0_3_20170119210206582.jpg.chip.jpg,4,31-40,0,3,male,indian,40,utk_face
18347,data/utk_face/images/31_0_0_20170104201938890.jpg.chip.jpg,4,31-40,0,0,male,white,31,utk_face
5306,data/utk_face/images/26_1_1_20170116162258869.jpg.chip.jpg,3,15-30,1,1,female,black,26,utk_face
20496,data/utk_face/images/36_1_4_20170112234015846.jpg.chip.jpg,4,31-40,1,4,female,other,36,utk_face
20854,data/utk_face/images/27_1_2_20170116170714855.jpg.chip.jpg,3,15-30,1,2,female,asian,27,utk_face
5902,data/utk_face/images/8_1_0_20170109202804967.jpg.chip.jpg,2,7-14,1,0,female,white,8,utk_face
1011,data/utk_face/images/2_1_2_20161219160809142.jpg.chip.jpg,0,0-2,1,2,female,asian,2,utk_face
22382,data/utk_face/images/23_0_1_20170115231442487.jpg.chip.jpg,3,15-30,0,1,male,black,23,utk_face
15057,data/utk_face/images/31_0_4_20170117123923204.jpg.chip.jpg,4,31-40,0,4,male,other,31,utk_face
136,data/utk_face/images/27_1_2_20170116171613640.jpg.chip.jpg,3,15-30,1,2,female,asian,27,utk_face
12542,data/utk_face/images/26_0_1_20170116182114342.jpg.chip.jpg,3,15-30,0,1,male,black,26,utk_face
21795,data/utk_face/images/26_1_1_20170117100117876.jpg.chip.jpg,3,15-30,1,1,female,black,26,utk_face
4873,data/utk_face/images/69_0_0_20170109011208585.jpg.chip.jpg,6,66-116,0,0,male,white,69,utk_face
22327,data/utk_face/images/32_1_2_20170104202227882.jpg.chip.jpg,4,31-40,1,2,female,asian,32,utk_face
17587,data/utk_face/images/50_0_3_20170119205352398.jpg.chip.jpg,5,41-65,0,3,male,indian,50,utk_face
